Name,Price,Location,Rating,Sold
Laptop Axioo Hype Core I3 1125G4 8GB 256GB Windows 14.0 Garansi resmi 1 Tahun,Rp2.749.000,Jakarta Selatan,5.0,1 terjual
Laptop Slims dan Ringan TOSHIBA G83 S73 i7 Gen 12th IRIS XE Ram 16GB Ssd Bergaransi,Rp3.050.000,Jakarta Pusat,5.0,6 terjual
Laptop Lenovo Thinkpad X250 INTEL CORE I5 GEN 5 NO RAM NO SSD,Rp500.000,Jakarta Pusat,,
Laptop Lenovo ThinkPad P53 Core i7 Gen 9 - RAM 64GB - SSD 1TB - 15 inch - RTX 3000 6GB - WorkStation,Rp6.349.000,Jakarta Pusat,5.0,2 terjual
Laptop Zyrex 256GB Garansi Resmi Tahun ram murah Windows Ssd,Rp2.199.000,Jakarta Selatan,5.0,100+ terjual
ThinkPad X390 i7 Gen 8 - Thinkpad X390 i5 gen 8 / thinkpad X390,Rp2.450.000,Jakarta Pusat,4.9,100+ terjual
Lenovo Thinkpad X1 Carbon Core i7 8th Gen RAM 16GB SSD Touchscreen IPS,Rp4.899.000,Jakarta Barat,4.9,500+ terjual
LAPTOP ACER SLIM RAM 4GB SSD 128GB WINDOWS 10 Super Cepat PROMO Murah Cuci Gudang 1 2 Jutaan 2023 Terbaik Bagus Bisnis Pelajar Belajar Sekolah DLL C720 C730 Termurah,Rp113.600,Jakarta Barat,,10 terjual
Laptop Acer V5-471G Intel Core i5-3337U NVIDIA 710M Ram 16Gb 512Gb Normal Siap Pakai - Leptop Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang,Rp1.650.000,Malang,,
Laptop Lenovo Thinkpad L540 Intel Core I5 GEN 4 RAM 4GB HDD 500GB,Rp1.000.000,Jakarta Pusat,,
laptop lenovo yoga C740-15 model 81TD touchscreen 15'in core i7 mati total lcd bagus jual tanpa ram tanpa ssd tanpa charger jual kondisi seperti ini unit only,Rp2.000.000,Jakarta Pusat,,
"LARIS! LAPTOP ACER ASPIRE INTEL Core i3 Gen 8/7 /14"" RAM 8GB /HDD 1TB/SSD",Rp2.400.000,Jakarta Barat,4.4,13 terjual
Hp pavillion X360 Intel core i7-10510u Ram 8/512 ssd (6PTS) touchscreen,Rp2.700.000,Tangerang,,
ready stock laptop core i3 ram 4gb Acer Toshiba dell Lenovo hp,Rp600.000,Kab. Bekasi,4.5,250+ terjual
LAPTOP LANGKA 17 INCH DUAL VGA ACER 7750 I5 8/256 SSD SIAP DESAIN,Rp2.900.000,Jakarta Pusat,,
LAPTOP ASUS ZENBOOK DUO UX481FA NAVY BLUE i5 SSD 512 FULLSET SECOND LIKE NEW,Rp12.485.000,Bekasi,,
"M1CR050FT 5URF4C3 LAPTOP 3 / 4 > Core i7 Gen11 Ram 16gb Ssd 512gb, Touchscreen ( Laptop High End Class )",Rp7.650.000,Bandung,5.0,10 terjual
"Axioo MyBook HYPE 5 AMD Ryzen 5 RAM 8GB 256GB SSD 14"" FHD Win11",Rp4.229.000,Jakarta Pusat,4.9,500+ terjual
Laptop Murah Second Berkualitas Core i3 / i5 / i7 Merk Campur Lenovo Asus Toshiba,Rp1.300.000,Kab. Tangerang,,
LAPTOP DELL VOSTRO 5459 DUAL VGA | DELL VOSTRO 5468 I5 GEN6 | I5 GEN7,Rp2.500.000,Bandung,4.9,15 terjual
Laptop Lenovo Yoga X380 Touchscreen I7 GEN 8 Berkualitas Spek Tinggi,Rp3.150.000,Jakarta Barat,4.8,100+ terjual
ASUS Vivobook Go 14 E410KA-FHD4824M - Intel Celeron N4500 256GB SSD 8GB RAM - White Notebook Laptop,Rp4.719.000,Malang,,
[FREE MOUSE] ASUS Vivobook Go 14 E410KA-FHD429 - Star Black [Intel Celeron N4500 / Intel UHD Graphics / 8GB / 256GB / 14inch / WIN11 / OHS],Rp4.749.000,Jakarta Timur,5.0,26 terjual
"Laptop Axioo Mybook 14F, Layar 2K, Super Jernih, Seri Baru, Super Slim, Like New, Fullset, Grey",Rp1.900.000,Jakarta Barat,,
Laptop Dell Latitude 3410 i7 Gen 10 - Dual VGA | NVIDIA GEFORCE MX230 - Second Murah | Bergaransi,Rp4.090.000,Jakarta Pusat,5.0,2 terjual
"LAPTOP ZYREX L-BOOK INTEL CELERON  N4020 8GB 128GB Windows 11 14.0"" HD GREY",Rp2.599.000,Jakarta Utara,5.0,21 terjual
Laptop Vaio VJP132 Core i7 gen5 Ram 8GB SSD 256GB Tipis Ringan,Rp1.500.000,Jakarta Pusat,,
Laptop Slims NEC VH-4 Core i7 8th RAM 16GB BERGARANSI,Rp1.600.000,Jakarta Pusat,4.3,10 terjual
ASUS VIVOBOOK 14 A1404ZA VIPS553 i5 1235U 8GB 512SSD 14 FHD IPS OHS,Rp7.990.000,Jakarta Pusat,5.0,3 terjual
Promo ! Laptop Fujitsu Ultrabook U9310 i7 Gen 10 Ram 16 Gb Ssd 256 Gb Laptop Canggih & Bonus Melimpah!,Rp4.090.000,Jakarta Pusat,5.0,9 terjual
HANYA 7 ONS & GEN TINGGI TERMURAH  ! FUJITSU U9311 LAPTOP CORE i7 / i5 / i3 / CELERON GEN 11 TERTIPIS DI DUNIA !,Rp1.899.999,Jakarta Barat,5.0,40+ terjual
HANYA 7 ONS ! FUJISTU U9310 LAPTOP CORE i7 GEN 10 TERTIPIS DI DUNIA !,Rp4.249.999,Jakarta Barat,5.0,100+ terjual
ULTRABOOK THINKPAD X280 i5-8350 8th gen / 16GB RAM/ SSD 256GB /FHD IPS,Rp2.650.000,Bogor,4.9,100+ terjual
Laptop Asus A442U core i5-8250U NVIDIA GEFORCE  ram 4gb ssd 256gb 726 minus bateraiii,Rp2.200.000,Jakarta Pusat,5.0,1 terjual
Laptop Slim Toshiba Core i5 Gen 6 Ram 8 GB SSD 256GB Laptop Design Tipis Siap Pakai,Rp2.100.000,Jakarta Pusat,5.0,13 terjual
"Laptop L380 Core i5/i7 storage RAM 8G SSD 256GB Laptop Marah,1 jutaan,gaming,keyboard us/jp,screen 13.3inch,ori,warranty Webcam",Rp2.350.000,Tangerang,,3 terjual
"ASUS ExpertBook PM1403CDA Ryzen 5 7535HS 8GB/16GB 512GB W11+OHS+M365B 14"" FHD VIPS",Rp7.399.000,Jakarta Utara,4.8,40+ terjual
HP Spectre Folio 13 4K UHD Touch i7 10510 8GB 2TB SSD W10,Rp20.497.000,Jakarta Utara,,
Laptop Axioo MyBook Hype 5 AMD Ryzen 5 3500U Ram 16Gb 512Gb Normal Siap Pakai - Leptop Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang,Rp3.805.000,Malang,,
MSI Modern 14 (2020) Intel Core i5-10210U RAM 8 GB SSD 512 GB (0199),Rp3.300.000,Tangerang,,
Laptop Dell Latitude 3410 i7 Gen 10 - Dual VGA | NVIDIA GEFORCE MX230 - Second Murah | Bergaransi,Rp4.090.000,Jakarta Pusat,5.0,2 terjual
Laptop ASUS TUF FX505DT Ryzen 5 3550H KONDISI MINUS - MAINBOARD ASUS TUF FX505DT RYZEN,Rp2.550.000,Kab. Sleman,,
[FREE MOUSE] ASUS Vivobook Go 14 E410KA-FHD429 - Star Black [Intel Celeron N4500 / Intel UHD Graphics / 8GB / 256GB / 14inch / WIN11 / OHS],Rp4.749.000,Jakarta Timur,5.0,26 terjual
Laptop Acer V5-471G Intel Core i5-3337U NVIDIA 710M Ram 16Gb 512Gb Normal Siap Pakai - Leptop Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang,Rp1.650.000,Malang,,
"Laptop Vaio VJS111 Core i7 gen6 SSD 256GB Ram 8GB FHD 11.6"" Laptop Slim Ringan",Rp1.550.000,Jakarta Pusat,5.0,3 terjual
Lenovo Thinkpad X270 intel Core i5 Gen7 Mulus,Rp2.750.000,Depok,4.9,50+ terjual
Laptop Mini 2023 Intel Alder Lake N95 12th 8 Inci 12/128Gb Win 11 Pro,Rp7.199.000,Jakarta Timur,4.7,40+ terjual
Lenovo Ideapad Slim 3 14IAU7 i3 1215U 8GB 512GB W11+OHS 14.0FHD BLIT,Rp5.635.000,Tangerang Selatan,5.0,1 terjual
TERMURAH !! LAPTOP DELL E7250 i7 5TH RAM 16GB/256SSD WIN 10 -FREE TAS,Rp1.930.000,Jakarta Barat,4.9,70+ terjual
(PROMO TERBATAS !!!) LAPTOP YOGA  300E TOUCHSCREEN & NO TOUCHSCREEN WINDOWS & CHROMEBOOK RAM 4 SSD 128 GB RICHER LAPTOP GOOD GRDE,Rp950.000,Jakarta Utara,4.8,1rb+ terjual
LAPTOP SERI .H...P. 830 G6 CORE I7 GEN 8TH RAM 16GB/1TB SSD 13 INCH WIN 10 / 11 PRO TERMASUK MOUSE TAS DUS,Rp4.000.000,Jakarta Barat,,
Lenovo Ideapad Slim 3i i3-1215U 256GB SSD 8GB FHD Win11+OHS,Rp5.799.000,Makassar,4.9,40+ terjual
Laptop Lenovo ThinkPad T480s Core i5-gen8  Ram 20GB,Rp3.000.000,Yogyakarta,5.0,80+ terjual
Laptop Lenovo Ideapad 500S-12ISK core i7 jual kondisi seperti ini mati total tanpa lcd jual mesin dan casing saja tanpa ssd tanpa ram no komplain no return unit only,Rp660.000,Jakarta Pusat,,
"MICROSOFT SURFACE 3 10,8 INCH 4GB-64GB/128GB 2016 SECOND ORIGNAL",Rp1.430.000,Jakarta Utara,5.0,70+ terjual
Laptop Lenovo Thinkpad X1 YOGA 2nd Core i7 7th Gen RAM 16GB SSD Win 10,Rp5.499.000,Jakarta Barat,4.9,100+ terjual
"Laptop 2 in 1 Murah. Bisa dilepas jadi tablet. Layar 11,6 inch. Mulus.",Rp900.000,Jakarta Barat,,
LAPTOP ASUS VivoBook A407MA N4000 RAM4GB/HDD1TB GARANSI 1 TAHUN,Rp2.438.000,Jakarta Barat,4.2,21 terjual
Laptop Acer AO756 Intel Celeron 847 Ram 16Gb 512Gb Normal Siap Pakai - Leptop Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang,Rp930.000,Malang,,3 terjual
ASUS VIVOBOOK S 14 OLED S5406SA ULTRA 7 258V - S5406MA ULTRA 7 155H 32GB 16GB 1TB SSD W11+OHS+M365B 14.0 3K EVO - LAPTOP ULTRABOOK RESMI,Rp15.099.000,Jakarta Utara,5.0,250+ terjual
【Upgrate Ram20】Laptop Pink 15.6 inch RAM20+512GB SSD Win11+Wifi+hadiah Cocok untuk kantor/belajar/desain grafis,Rp4.890.000,Jakarta Barat,5.0,5 terjual
Laptop Asus vivobook M413I amd ryzen 5 amd radeon graphics jual kondisi seperti ini mati total tanpa lcd tanpa ram tanpa ssd jual casing dan mesin saja no komplain no return,Rp900.000,Jakarta Pusat,,
asus x42j intel core i7 bekas,Rp450.000,Jakarta Pusat,,
Netbook Lenovo S10-3s Original,Rp65.000,Bekasi,5.0,1 terjual
"Komputer All in One Baru, Intel Core i7 Gen ke-6, RAM 16GB + SSD 512GB Gratis Keyboard+mouse",Rp2.789.999,Jakarta Utara,4.8,500+ terjual
THOSIBA PORTEGE X20W-E 2IN1 TOUCH i5-8350U /16GB RAM / 512GB SSD / BACKLITE / FHD,Rp1.900.000,Bogor,,2 terjual
(TERLARIS!!) X360 PROBOOK SERIES INTEL CELERON/PENTIUM/CORE RAM 4/8/16GB SSD UPTO 512GB GRADE FANTASTIC,Rp1.350.000,Jakarta Utara,,1 terjual
BONUS TAS !! LAPTOP ASUS A407M N4000 FINGERPRINT RAM 4GB - SSD 512GB,Rp2.000.000,Jakarta Barat,,
NO.8 LAPTOP 830G6/840G5 intel Core Gen 8 RAM 8GB/16GB SSD 256GB/512GB  Layar 13/14 inci Windows 10/11 Mulus Berkualitas Bergaransi Murah untuk Pelajar Sekolah,Rp3.850.000,Jakarta Barat,4.0,3 terjual
laptop  Dell 7390 ssd 256Gb core i5 gen8 Ram 16Gb ringan elegan,Rp3.055.000,Surabaya,,1 terjual
One Netbook One Mix 3S Yoga Saku Laptop Intel Core Double Core Windows,Rp13.750.000,Kab. Bandung,4.6,7 terjual
Xiaomi mi notebook 12.5 inch laptop apple macbook killer no asus rog strix alienware msi acer lenovo,Rp2.600.000,Surabaya,,
LAPTOP YOGA N23 CELERON N3160 RAM 4 SSD 64/128/256 GOOD GRADE RICHER LAPTOP & BERGARANSI,Rp1.050.000,Jakarta Utara,4.9,100+ terjual
Lenovo Thinkpad X1 Carbon 8TH 7TH 6TH Core I7 Gen 10 RAM 16GB SSD 512GB,Rp3.400.000,Jakarta Pusat,5.0,1 terjual
ADVAN WORKPLUS RYZEN 5 6600H X SOULMATE PLUS RYZEN 5 3500 16GB 512GB SSD W11 OFFICE 14.0FHD IPS,Rp3.979.000,Jakarta Utara,5.0,100+ terjual
"Axioo Hype 5 Ryzen 5 7430U 16GB 1TB SSD 14""FHD IPS W11PRO + OFFICE",Rp5.389.000,Jakarta Selatan,5.0,500+ terjual
AXIOO PONGO SERIES I7 13620H 12650H - RTX4060 RTX4050 RTX3050 RTX2050 16GB 512GB SSD W11 15.6FHD 144HZ IPS RGB V2 - 760 750 735 725,Rp9.399.000,Jakarta Utara,5.0,15 terjual
Axioo Hype 5 Ryzen 5 3500U 16GB 1TBSSD 14.0FHD IPS WIN 11 Pro + OFFICE,Rp4.199.000,Jakarta Selatan,4.9,250+ terjual
ASUS VIVOBOOK GO 14 E410KA N4500 8GB 512GB W11+OHS 14.0FHD BLIT,Rp4.139.000,Jakarta Utara,4.9,250+ terjual
"Rugged Laptop B300 i7 6500 8G 16G Ram with SSD 13.3"" screen Fast Speed Notebook three-proof work for diagnostic software tool",Rp14.115.600,Jakarta Barat,,
"Laptop Baru Hp 14 Intel Core i3 1115G4 (4cpu) 4.1 Ghz | Intel N100 (4cpu) Up to 3,4Ghz",Rp4.700.000,Jakarta Pusat,5.0,50+ terjual
LAPTOP ACER ASPIRE 3 A315 I7 1255 16GB 1TB 512GB SSD W11+OHS 15.6FHD IPS,Rp8.950.000,Jakarta Utara,5.0,100+ terjual
"Laptop HP PROBOOK 430 G8 Intel Core i3 gen 11th 8GB 128GB 13.3"" Slim",Rp3.320.000,Kab. Sleman,5.0,7 terjual
Asus Vivobook 14 Core i3 / i5 8GB 512GBSSD 14.0 FHD Windows 11 FREE OFFICE Notebook,Rp5.749.000,Kab. Tangerang,5.0,100+ terjual
Laptop ASUS VIVOBOOK 15 F1502ZA i5 1235U/i7 1255U 16gb 512gb W11 15.6FHD F1504ZA,Rp7.399.000,Jakarta Utara,4.9,100+ terjual
Sat sett di bungkuss sayyy Laptop ASUS X555LJ Core i5-5200U 8GB/256GB 15 inch HD Minus,Rp1.680.000,Jakarta Utara,,
"ASUS VIVOBOOK 14 OLED M5406UA RYZEN 7 8845HS 16GB 512GB W11+OHS 14"" WUXGA -OLED752",Rp12.889.000,Jakarta Utara,5.0,750+ terjual
Laptop Asus Vivobook X415MA Intel Celeron N4020 Ram 16Gb SSD 512Gb Windows 11 Laptop kerja,Rp2.300.000,Malang,,
ACER LAPTOP ASPIRE LITE 14 Magical Colour AL1-14M-3MID I3 1215U 16GB/8GB 512GB SSD UMA 14” WUXGA W11 OHS24 Windows,Rp6.159.000,Jakarta Pusat,5.0,3 terjual
LAPTOP HP ELITEBOOK X360 1040 G7 i7 GEN10 RAM 16 GB NVME 2 TB PROMO MURAH BAGUS LAYAR TOUCHSREEN,Rp6.990.000,Jakarta Utara,4.9,100+ terjual
Asus Zenbook Pro DUO UX482 Touch i7 1165G7 14.0 FHD 8GB 512GB ssd W10,Rp19.999.000,Jakarta Utara,5.0,7 terjual
Laptop Advan Workpro Core i5 1035G7 Ram16gb Ssd512Gb Windows 11 Ori,Rp4.449.000,Jakarta Pusat,5.0,100+ terjual
ASUS EXPERTBOOK PM1403CDA RYZEN 5 7535HS 16GB 512GB W11+OHS+M365B 14.0FHD VIPS 3Y+ADP -S65850WS - LAPTOP ULTRABOOK NOTEBOOK,Rp7.399.000,Jakarta Utara,5.0,500+ terjual
"Laptop Lenovo V14 G4 IRU Core i5 1335 16GB 1TB DOS 14.0"" FHD IPS",Rp7.799.000,Jakarta Utara,4.9,50+ terjual
Laptop Dell Latitude E5430 E5420 Core i5 Ram 8GB Ssd 256GB  Mulus,Rp1.200.000,Bandung,5.0,12 terjual
Laptop Asus F1502ZA Intel Core i5 1235U 20GB 1TB SSD 15.6 Inch Full HD IPS Windows 11 Home,Rp7.899.000,Jakarta Barat,5.0,1 terjual
Asus VivoBook 14 M1405YA AMD Ryzen 7-7730U 16GB RAM/512GB SSD 14'' WUXGA Win 11+ohs,Rp9.899.000,Jakarta Pusat,5.0,4 terjual
"Laptop ASUS VIVOBOOK F1504ZA TOUCH I7 1255 16GB 512GB W11 15.6"" FHD IPS",Rp9.699.000,Jakarta Utara,,
Asus Vivobook 15 OLED M513UA-OLED556 [R5-5500U|RAM 8GB|SSD512GB|Win11],Rp8.899.000,Jakarta Pusat,5.0,24 terjual
"Asus Vivobook 14 M1405YA Ryzen 7-7730U 16GB 512GB SSD 14"" W11",Rp9.359.000,Jakarta Pusat,5.0,500+ terjual
ASUS Vivobook Go 15 E1504FA-Ryzen 5 7520U-AMD Radeon Graphics-16GB-512GB-15.6inch-WIN11+OHS24+M365,Rp8.399.000,Jakarta Pusat,5.0,7 terjual
Laptop  infinix inbook X1 Core i3-1005G1 Ram 8Gb 512Gb Normal Siap Pakai - Leptop Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang,Rp3.350.000,Malang,,
ASUS VIVOBOOK TP420IA RYZEN 5 4500U 8GB RAM 128GB SSD RADEON TOUCH CAM,Rp2.750.000,Jakarta Selatan,5.0,3 terjual
"Axioo Hype 7 X8 Ryzen 7 6800H 32GB 1TB SSD WIN 11 PRO 14"" FHD IPS",Rp7.649.000,Jakarta Selatan,5.0,50+ terjual
Laptop HP 14 Ryzn 3 7320 8GB 512GB SSD Win11 + OHS2021 14.0Full HD Ips,Rp5.949.000,Jakarta Pusat,5.0,5 terjual
Lenovo ThinkPad L430 Core i5 99% mulus bergaransi!,Rp1.475.000,Surabaya,5.0,6 terjual
LAPTOP SEKOLAH KERJA HP 14 - Intel Celeron RAM 4GB SSD 512GB DVDRW W10,Rp2.249.250,Jakarta Barat,4.8,29 terjual
LAPTOP LENOVO K14 G1 I7 1165G7 16GB 1TB SSD W11PRO 14.0FHD,Rp13.799.000,Jakarta Utara,,
Lenovo Ideapad Slim 3i i5-13420H 512GB SSD 8GB/16GB WUXGA IPS Win11+OHS,Rp8.399.000,Jakarta Barat,5.0,500+ terjual
Laptop lenovo Z40 Mesin normal,Rp300.000,Kab. Gresik,,2 terjual
Asus Vivobook X412DA Laptop AMD Ryzen 3 3250u 8/128GB Merah dengan Desain Eksklusif dan Grafik Menakjubkan,Rp2.000.000,Bandung,,
Asus Zenbook 14 Q425MA Intel Ultra 7 155H 16GB DDR5 2TB WUXGA OLED Touchscreen,Rp11.499.000,Jakarta Pusat,5.0,8 terjual
Lenovo Thinkpad L15 Gen 3 i7 Ryzen 7 RADEON RAM 32GB SSD BERGARANSI,Rp3.650.000,Jakarta Pusat,5.0,70+ terjual
ready stock laptop buntung core i5 RAM 4GB HDD 500GB pengganti PC,Rp500.000,Kab. Bekasi,4.5,50+ terjual
GPD Pocket 4 Laptop Mini 8.8 inch Ryzen AI 9 HX 370 365 Ryzen 8840 Modular Tablet Mode 144Hz Ram Up To 64GB SSD 2TB,Rp15.699.000,Tangerang,5.0,40+ terjual
Laptop Axioo Hype ( SSd 1TB -512GB - 256GB ) Ram 8GB Windows Layar 14 HD Hype 10 Hype 1 Storage,Rp2.749.000,Jakarta Selatan,5.0,250+ terjual
ADVAN Laptop 2 in 1 EVO X 16 Touch I3-1215U 12GB 512SSD 2.5K W11,Rp7.999.000,Tangerang,4.4,13 terjual
Asus Vivobook Go 14 E1404G Intel core i3-N305 Ram 8/512 ssd (1147),Rp3.100.000,Tangerang,,1 terjual
Laptop Asus X450CP Core i3-3217U Ram 4/500GB White,Rp1.250.000,Jakarta Barat,4.8,70+ terjual
SPEK TINGGI - Laptop HP EliteBook 830 G5 Core i7 Gen8 RAM 16GB SSD 512,Rp2.500.000,Jakarta Barat,4.7,250+ terjual
ASUS EXPERTBOOK PM1403CDA RYZEN 5 7535HS 8GB 512GB W11+OHS+M365B 140 FHD VIPS 3Y+ADP,Rp7.399.000,Surabaya,,2 terjual
LAPTOP LENOVO THINKPAD L480 I5 8TH RAM 16GB/1TB SSD | SIAP PAKAI | FREE MOUSE DAN TAS,Rp1.600.000,Jakarta Barat,5.0,6 terjual
LAPTOP HP INTEL CELERON RAM 4GB SSD 512GB WINDOWS 10 14INC,Rp1.950.000,Jakarta Barat,4.1,100+ terjual
Asus ROG STRIX GL503VD i7 7700HQ Nvidia GTX 1050 RAM 16G SD 256GB HDD 1TB Laptop Second Gaming,Rp6.500.000,Depok,5.0,1 terjual
Laptop Lenovo Thinkpad T480S Core i5 gen 8/ i7 gen 8 BERGARANSI,Rp2.850.000,Jakarta Barat,5.0,16 terjual
ASUS VIVOBOOK GO E1504GA I3 N305 8GB 512GB 256GB SSD W11 OFFICE 15.6FHD - LAPTOP ULTRABOOK CONSUMER,Rp5.399.000,Jakarta Utara,5.0,250+ terjual
Laptop Murah Asus K43B seri AMD terawat,Rp650.000,Tangerang,,1 terjual
LENOVO IDEAPAD SLIM 1 14 RYZEN 5 7520U 8GB 512SSD RADEON 610M W11+OHS,Rp7.939.000,Jakarta Utara,5.0,1 terjual
"Laptop LENOVO IdeaPad Slim 1 | 82V6009PID | Intel Celeron N4020 | RAM 8GB | SSD 256GB | Layar 14""inch HD TN | Windows 11 Home + Office Home Student 2021",Rp4.489.000,Jakarta Selatan,,
ZYREX D-TECH PRO V1 RYZEN 5 6600H 3500 16GB 512GB 256GB W11 OFFICE 14.0FHD IPS BLIT - LAPTOP ULTRABOOK CONSUMER,Rp3.999.000,Jakarta Utara,5.0,100+ terjual
ASUS Zenbook 17 Fold OLED UX9702AA i7-1250U 16GB 1TB W11+OHS,Rp50.999.000,Jakarta Pusat,5.0,5 terjual
Laptop Thinkpad T480s i7-8650/24GB RAM/Ssd 512GB/ FHD Free Tas,Rp3.100.000,Jakarta Barat,5.0,18 terjual
Laptop Lenovo Ideapad SLIM 3 15 I7 13620H IRISXE 16Gb 1TB SSD 15.6 FHD IPS W11 Office Permanent,Rp9.499.000,Jakarta Barat,5.0,3 terjual
Asus Vivobook F1605ZA I7 1255 16GB 1TB SSD Win11 16.0 FHD IPS,Rp9.349.000,Jakarta Selatan,5.0,1 terjual
Laptop Lenovo Slim 3 Intel Core i3-1215U 8GB/512GB SSD 14'' fhd Win 11,Rp5.549.000,Jakarta Pusat,5.0,2 terjual
"Macbook Pro 2020 13"" inch M1 Chip / 16GB / 256GB Second Original CTO",Rp11.000.000,Kab. Tangerang,5.0,50+ terjual
"Laptop Lenovo V14 G4 Ryzen 5 7430U Ram 40GB 1TB SSD Windows 11 + Office Home 2024 Layar 14"" FHD",Rp6.949.000,Jakarta Selatan,4.9,30+ terjual
Laptop 16 inch Intel Core i7 10750H Dual Screen + 14 Inch Touch Laptop Win 11 Gaming Gamer Business Notebook Computer Laptops WholesaleLaptop 16 inch Intel Core i7 10750H Dual Screen + 14 Inch Touch Laptop Win 11 Gaming Gamer Business Notebook Computer,Rp9.500.000,Jakarta Barat,,
"LAPTOP ZYREX L-BOOK INTEL CELERON  N4020 8GB 256GB Windows 11 14.0"" HD",Rp2.599.000,Jakarta Utara,5.0,11 terjual
ASUS VIVOBOOK 16X GeForce RTX 2050 - i5 12500H 8GB 512GB WUXGA VIPS,Rp13.000.000,Surabaya,5.0,9 terjual
SAMSUNG Galaxy Book2 360 AMOLED Intel i5 1215U  8GB 512GB 13.3 FHD Touchscreen Win11 Home Original,Rp9.649.000,Tangerang,5.0,2 terjual
Laptop asus vivobook Go slim tipis SSD,Rp850.000,Malang,5.0,1 terjual
[FREE MOUSE] ASUS Vivobook 14 A1404VA-VIPS5151M - Quiet Blue [Intel Core i5-1334U / Intel Iris Xᵉ Graphics / 8GB+8GB / 512GB / 14inch / WIN11 / OHS24 / M365],Rp8.909.000,Jakarta Timur,5.0,30+ terjual
LaptopLenovo Ideapad S145 AMD A4-9125 Radeon R5 Ram 16Gb 512Gb Normal Siap Pakai - Leptop Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang,Rp1.530.000,Malang,5.0,2 terjual
LAPTOP AXIOO HYPE 3 G11 I3 1125G4 8GB 256GB W11 14.0FHD IPS,Rp4.229.000,Jakarta Utara,5.0,100+ terjual
Laptop Lenovo Thinkpad T14 Gen 1 Core i7 10th Gen Ultrabook Second,Rp5.850.000,Kab. Tangerang,4.9,250+ terjual
Lenovo Ideapad Slim 5 13ARP10 AMD Ryzen 7 7735HS 16GB 512SSD Windows 11 OHS 13 inch IPS 0LID,Rp11.699.000,Jakarta Utara,5.0,40+ terjual
"Laptop Lenovo IdeaPad Slim 1  | 82VF006UID | AMD Athlon Silver-7120U | RAM8GB | SSD 512GB | Layar 14""inch HD TN | Windows 11 Home + Microsoft Office Home Student 2021",Rp5.299.000,Jakarta Selatan,,
Axioo MyBook Hype 5 AMD X3 Ryzen 5-3500U/8GB/256GB/FHD IPS,Rp4.399.000,Jakarta Timur,4.9,250+ terjual
ASUS ZENBOOK 14 ULTRA 5 125H OLED Q415MA TOUCH - 8GB 512GB W11 14.0FHD,Rp10.899.000,Jakarta Utara,5.0,24 terjual
HP Elitbook Dragonfly G4 13 Touch I7 1355 16GB 1TB W11PRO 13.5FHD IPS,Rp16.689.000,Jakarta Utara,5.0,4 terjual
Macbook Air 2020 ex ibox core i3 ram 8GB ssd 256GB nominus not m1,Rp4.950.000,Tangerang Selatan,5.0,2 terjual
ASUS ROG Gaming G531GT/G531GD i7-9750H/I5-9300H Garansi panjang Mulus,Rp8.500.000,Bandung,4.3,6 terjual
Lenovo Ideapad Slim 3 i5 12450H 16gb 512gb W11+OHS 14.0 - 3JID,Rp8.179.000,Surabaya,4.9,50+ terjual
Laptop Dell Latitude 14 7440 2in1 Touch Intel I7 1365U Ram 32Gb 1Tb Ssd Win 11 Ori 14.0 Full HD Ips,Rp13.499.000,Depok,,
"M1CR050FT 5URF4C3 LAPTOP 3 / 4 > Core i7 Gen11 Ram 16gb Ssd 512gb, Touchscreen ( Laptop High End Class )",Rp7.650.000,Bandung,5.0,10 terjual
HP Pro C640 Chromebook i5 10310U - chromebook HP - HP Chromebook PRO C640,Rp2.500.000,Jakarta Pusat,5.0,70+ terjual
ULTRABOOK DELL 7280 i5 gen 6 Ram 8GB SSD 255GB 12 Inch Touch Screen,Rp2.467.500,Jakarta Pusat,4.8,28 terjual
"Laptop ADVAN Soulmate Plus Ryzen 5 3500U 8GB 256GB 14"" HD",Rp3.920.000,Jakarta Pusat,4.9,750+ terjual
Laptop Lenovo Thinkpad X1 Carbon 8th Core i5 Gen 10 RAM 16 SSD NVME 1TB FHD IPS Win 11 Original,Rp4.999.000,Jakarta Barat,5.0,90+ terjual
Laptop Ultrabook Toshiba Z30A Core i7 Gen4 - 8GB - SSD 256 - Murah,Rp6.000.000,Jakarta Barat,4.8,100+ terjual
Laptop Chromebook Yoga 300e Touch AMD A4 BEST SELLER,Rp970.000,Jakarta Barat,4.8,100+ terjual
LAPTOP AXIOO HYPE 10 X HYPE 1 INTEL CELERON N4020 8GB 384GB 256GB W11+OFFICE 14.0 HD,Rp2.449.000,Jakarta Utara,4.9,1rb+ terjual
